,Request #,Status,Request Type,Subrequest Type,Additional Subrequest Type,Date / Time Opened,Date / Time Closed,Request Origin,System of Origin ID,Contact Type,Preferred Language,State Issue,Parent Request,Closed When Created,Address,City,Council District,ZIP,Latitude,Longitude,Mapped Location
387803,128657,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,01/07/2019 03:40:51 PM,02/12/2019 08:09:09 AM,Mobile App,,,,False,,False,5307B Illinois Ave,NASHVILLE,20.0,37209.0,36.15718889102249,-86.852370724082,"(36.157188891022486, -86.852370724082)"
387870,134804,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,01/25/2019 08:50:51 PM,02/01/2019 08:49:54 PM,hubNashville Community,,,,False,,False,1332 7th Ave N,NASHVILLE,19.0,37208.0,36.177443,-86.79235219999998,"(36.177443, -86.79235219999998)"
388703,131504,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,01/15/2019 04:23:24 PM,01/18/2019 08:04:50 AM,hubNashville Community,,,,False,131503.0,False,836 Glen Ave,NASHVILLE,17.0,37204.0,36.12907109999999,-86.78120799999998,"(36.12907109999999, -86.78120799999999)"
388788,137109,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,02/03/2019 03:54:04 PM,02/04/2019 02:54:47 PM,hubNashville Community,,,,False,,False,4505 Georgia Ave,NASHVILLE,20.0,37209.0,36.1554539,-86.84173790000001,"(36.1554539, -86.8417379)"
388908,139653,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,02/08/2019 04:07:58 AM,02/08/2019 03:16:09 PM,hubNashville Community,,,,False,,False,501 Meridian St,NASHVILLE,5.0,37207.0,36.17931970000001,-86.76894529999998,"(36.1793197, -86.76894529999998)"
389004,132582,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,01/17/2019 11:24:56 PM,02/12/2019 08:04:09 AM,hubNashville Community,,,,False,,False,1716A 6th Ave N,NASHVILLE,19.0,37208.0,36.182503999999994,-86.79395449999998,"(36.182504, -86.79395449999998)"
389333,138623,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,02/06/2019 06:31:18 PM,02/06/2019 08:49:40 PM,hubNashville Community,,,,False,,False,1812 Elizabeth Rd,NASHVILLE,2.0,37218.0,36.194103708982,-86.83898812534572,"(36.194103708982, -86.83898812534574)"
389611,128491,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,01/06/2019 11:24:51 PM,02/12/2019 08:08:31 AM,hubNashville Community,,,,False,112565.0,False,548 Rural Hill Rd,NASHVILLE,29.0,37217.0,36.085589,-86.62282259999999,"(36.085589, -86.6228226)"
389693,131392,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,01/15/2019 03:02:44 AM,02/12/2019 08:02:52 AM,hubNashville Community,,,,False,,False,1211 Sigler St,NASHVILLE,19.0,37203.0,36.149929,-86.787646,"(36.149929, -86.787646)"
389810,131876,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,01/16/2019 03:26:17 PM,01/16/2019 06:25:47 PM,hubNashville Community,,,,False,,False,7169 Bay Cove Trail,NASHVILLE,35.0,37221.0,36.0633206,-86.95523409999998,"(36.0633206, -86.95523409999998)"
389833,143390,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,02/18/2019 06:52:35 PM,02/21/2019 06:15:32 PM,hubNashville Community,,,,False,,False,1309 Union Ct,NASHVILLE,3.0,37207.0,36.2571047,-86.76546009999998,"(36.2571047, -86.76546009999998)"
391201,121390,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,12/05/2018 09:31:44 PM,12/11/2018 03:20:10 PM,hubNashville Community,,,,False,,False,1506 South St,NASHVILLE,19.0,37212.0,36.148151399999996,-86.79054680000002,"(36.1481514, -86.79054680000002)"
391485,114221,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/04/2018 03:09:52 AM,12/27/2018 08:02:25 AM,hubNashville Community,,Resident,,False,62041.0,False,318 elberta,NASHVILLE,16.0,37210.0,36.119110166520365,-86.74759849605654,"(36.119110166520365, -86.74759849605654)"
391727,121503,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,12/06/2018 02:16:30 PM,12/26/2018 02:00:01 PM,Phone,,,,False,,False,1420 McGavock Pk,NASHVILLE,7.0,37216.0,36.20516,-86.72255,"(36.20516, -86.72255)"
391729,122194,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,12/09/2018 01:18:12 AM,12/11/2018 07:51:59 PM,hubNashville Community,,,,False,,False,362 Binkley Dr,NASHVILLE,26.0,37211.0,36.080490000000005,-86.74638,"(36.08049, -86.74638)"
392075,114303,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/05/2018 01:54:37 AM,01/19/2019 08:10:36 AM,hubNashville Community,,Resident,,False,102036.0,False,1285 2nd ave s,NASHVILLE,17.0,37210.0,36.14193813196772,-86.76259104684073,"(36.14193813196772, -86.76259104684074)"
392613,126598,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,12/30/2018 05:57:41 PM,12/31/2018 06:13:18 PM,hubNashville Community,,,,False,,False,Broadway,NASHVILLE,19.0,37203.0,36.15658,-86.78745,"(36.15658, -86.78745)"
393200,117702,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,11/19/2018 04:43:26 PM,11/19/2018 04:48:53 PM,hubNashville Community,,,,False,,False,2528 Somerset Dr,NASHVILLE,29.0,37217.0,36.084248761573406,-86.63476624999998,"(36.08424876157341, -86.63476624999998)"
393206,114215,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/04/2018 01:54:45 AM,11/06/2018 08:08:14 AM,hubNashville Community,,Resident,,False,,False,1431 Lischey,NASHVILLE,5.0,37207.0,36.198638379664466,-86.76212087924225,"(36.198638379664466, -86.76212087924225)"
394145,120093,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/30/2018 04:01:37 AM,03/08/2019 08:04:01 AM,Mobile App,,,,False,,False,1011 Lenore St,NASHVILLE,6.0,37206.0,36.16549525422499,-86.75184153020382,"(36.16549525422499, -86.75184153020382)"
394293,124980,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,12/20/2018 05:30:42 PM,12/21/2018 05:47:45 PM,hubNashville Community,,,,False,,False,1304A Montgomery Ave,NASHVILLE,5.0,37207.0,36.19416619999999,-86.75613750000002,"(36.19416619999999, -86.75613750000002)"
395087,120938,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,12/04/2018 03:21:59 PM,02/12/2019 08:01:43 AM,hubNashville Community,,,,False,,False,4426 Saunders Ave,NASHVILLE,8.0,37216.0,36.2335781,-86.7315658,"(36.2335781, -86.7315658)"
395998,114092,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/02/2018 05:46:58 PM,01/12/2019 08:06:47 AM,hubNashville Community,,,,False,,False,1213A Tremont Ave,NASHVILLE,19.0,37212.0,36.14387670000001,-86.78921230000003,"(36.1438767, -86.78921230000003)"
396037,127865,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,01/03/2019 09:42:12 PM,02/13/2019 08:08:35 AM,hubNashville Community,,,,False,,False,1506 South St,NASHVILLE,19.0,37212.0,36.14813570812984,-86.79056025292067,"(36.148135708129836, -86.79056025292067)"
396138,112429,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,10/26/2018 06:52:12 PM,10/31/2018 03:46:07 PM,Phone,,,,False,,False,1307 10th Ave N,NASHVILLE,19.0,37208.0,36.174955700000005,-86.7961871,"(36.1749557, -86.7961871)"
396340,127887,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,01/03/2019 10:07:09 PM,02/12/2019 08:03:12 AM,hubNashville Community,,,,False,,False,5517 Kentucky Ave,NASHVILLE,20.0,37209.0,36.1594422,-86.85526490000002,"(36.1594422, -86.85526490000001)"
396535,122397,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,12/10/2018 04:53:09 PM,12/11/2018 02:05:19 PM,hubNashville Community,,,,False,,False,1616 Dr DB Todd Jr Blvd,NASHVILLE,21.0,37208.0,36.1747734,-86.80838189999996,"(36.1747734, -86.80838189999997)"
397002,115917,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/09/2018 11:03:51 PM,11/13/2018 01:58:04 PM,hubNashville Community,,,,False,,False,501 5th Ave S,NASHVILLE,19.0,37203.0,36.15488860000001,-86.77541389999998,"(36.15488860000001, -86.77541389999999)"
397344,114208,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/03/2018 10:40:22 PM,12/12/2018 08:07:06 AM,hubNashville Community,,Resident,,False,,False,1712A 7th ave N,NASHVILLE,19.0,37208.0,36.182050986260975,-86.79554114530791,"(36.18205098626098, -86.7955411453079)"
397456,122533,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,12/10/2018 10:41:15 PM,12/11/2018 04:30:54 PM,hubNashville Community,,,,False,,False,1115 N 6th St,NASHVILLE,5.0,37207.0,36.1915573,-86.76058060000004,"(36.1915573, -86.76058060000003)"
397790,113893,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/02/2018 07:23:34 AM,11/02/2018 01:39:08 PM,hubNashville Community,,,,False,,False,1213A Tremont Ave,NASHVILLE,19.0,37212.0,36.14383787613493,-86.78925902404363,"(36.14383787613493, -86.78925902404364)"
397895,127856,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,01/03/2019 09:34:03 PM,02/12/2019 08:00:31 AM,hubNashville Community,,,,False,,False,5307 Illinois Ave,NASHVILLE,20.0,37209.0,36.157171999999996,-86.852326,"(36.157172, -86.852326)"
397936,112565,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/27/2018 08:11:19 PM,02/12/2019 08:08:31 AM,hubNashville Community,,,,False,,False,548 Rural Hill Rd,NASHVILLE,29.0,37217.0,36.085589,-86.62282259999999,"(36.085589, -86.6228226)"
399053,127356,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,01/02/2019 07:53:38 PM,01/16/2019 03:52:38 PM,Phone,,,,False,,False,5020 Tranham Rd,WHITES CREEK,3.0,37189.0,36.29748060000001,-86.83542720000004,"(36.29748060000001, -86.83542720000003)"
399225,123148,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,12/13/2018 05:19:19 AM,12/13/2018 04:10:30 PM,Mobile App,,,,False,,False,3104 Kennebeck Pl,ANTIOCH,33.0,37013.0,36.08129249095676,-86.58692456781864,"(36.081292490956756, -86.58692456781864)"
400819,114306,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/05/2018 02:14:52 AM,02/12/2019 08:09:15 AM,hubNashville Community,,Resident,,False,,False,523B Weakley,NASHVILLE,2.0,37207.0,36.19732025288258,-86.7820098149977,"(36.19732025288258, -86.78200981499772)"
401240,114220,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/04/2018 03:01:15 AM,02/12/2019 08:09:18 AM,hubNashville Community,,Resident,,False,,False,1240 2nd ave s,NASHVILLE,17.0,37210.0,36.1438935620015,-86.76325092234795,"(36.1438935620015, -86.76325092234796)"
401324,125393,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,12/24/2018 03:58:57 AM,12/29/2018 08:03:07 AM,hubNashville Community,,,,False,,False,4619 Shys Hill Rd,NASHVILLE,34.0,37215.0,36.088241700000005,-86.81165829999998,"(36.0882417, -86.81165829999998)"
402368,112613,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,10/28/2018 08:21:07 PM,10/31/2018 02:15:41 PM,hubNashville Community,,,,False,,False,923 Allen Rd,NASHVILLE,15.0,37214.0,36.1501,-86.66243,"(36.1501, -86.66243)"
402639,115050,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,11/07/2018 04:06:54 PM,11/08/2018 05:17:43 PM,hubNashville Community,,,,False,,False,500 5th Ave S,NASHVILLE,19.0,37203.0,36.15544129999999,-86.77468750000004,"(36.1554413, -86.77468750000003)"
403595,120688,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,12/03/2018 05:26:11 PM,03/08/2019 08:04:01 AM,hubNashville Community,,,,False,,False,2714 Alameda St,NASHVILLE,21.0,37208.0,36.165932899999994,-86.81957940000002,"(36.1659329, -86.81957940000001)"
403663,119386,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,11/27/2018 09:47:43 PM,11/28/2018 04:07:14 PM,hubNashville Community,,,,False,,False,1110 17th Ave S,NASHVILLE,19.0,37212.0,36.143876299999995,-86.79396129999998,"(36.1438763, -86.79396129999998)"
403762,119741,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,11/28/2018 10:22:00 PM,12/11/2018 02:59:34 PM,hubNashville Community,,,,False,,False,1607A Douglas Ave,NASHVILLE,6.0,37206.0,36.19193,-86.73494000000001,"(36.19193, -86.73494)"
404875,99506,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/16/2018 02:42:50 PM,10/17/2018 07:02:54 AM,Mobile App,,Resident,,False,,False,619A Moore Ave,NASHVILLE,17.0,37203.0,36.13754945420465,-86.77155006676912,"(36.137549454204645, -86.77155006676912)"
405136,94571,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/03/2018 03:22:12 PM,09/04/2018 06:29:26 PM,Mobile App,,,,False,,False,710 Setliff Pl,NASHVILLE,6.0,37206.0,36.183650502349245,-86.73808179795742,"(36.18365050234925, -86.73808179795742)"
405144,100400,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/18/2018 07:43:38 PM,11/02/2018 08:03:06 AM,hubNashville Community,,,,False,,False,2831 Twin Lawn Dr,NASHVILLE,15.0,37214.0,36.1521473,-86.66157159999999,"(36.1521473, -86.6615716)"
405814,107632,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/09/2018 05:27:02 PM,11/14/2018 08:05:46 AM,Phone,,,,False,107633.0,False,2414 9th Ave S,NASHVILLE,17.0,37204.0,36.124359999999996,-86.7833,"(36.12436, -86.7833)"
406233,108776,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/11/2018 11:47:42 PM,02/12/2019 08:08:16 AM,hubNashville Community,,,,False,,False,48 Twin St,NASHVILLE,20.0,37209.0,36.1518009,-86.86272029999998,"(36.1518009, -86.86272029999998)"
407317,99914,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/17/2018 06:50:49 PM,09/17/2018 08:40:36 PM,hubNashville Community,,,,False,,False,1253 Martin St,NASHVILLE,17.0,37203.0,36.1403782,-86.76979469999998,"(36.1403782, -86.76979469999998)"
408164,96254,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/10/2018 02:03:52 PM,09/10/2018 02:27:39 PM,hubNashville Community,,,,False,,False,906 15th Ave S,NASHVILLE,19.0,37212.0,36.147391799999994,-86.78972590000002,"(36.1473918, -86.78972590000001)"
408359,106374,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/04/2018 08:54:00 PM,11/02/2018 08:05:58 AM,Phone,,,,False,,False,806 Rose Park Dr,NASHVILLE,6.0,37206.0,36.186409999999995,-86.70867,"(36.18641, -86.70867)"
408642,102034,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/23/2018 01:11:06 AM,01/15/2019 08:07:22 AM,hubNashville Community,,Resident,,False,,False,1204 17th ave s,NASHVILLE,17.0,37212.0,36.1430698091993,-86.7942890282479,"(36.143069809199304, -86.7942890282479)"
408981,100397,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/18/2018 07:37:59 PM,09/18/2018 07:44:20 PM,hubNashville Community,,,,False,,False,2831 Twin Lawn Dr,NASHVILLE,15.0,37214.0,36.1521473,-86.66157159999999,"(36.1521473, -86.6615716)"
409431,99396,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/14/2018 11:36:33 PM,02/05/2019 08:08:03 AM,hubNashville Community,,Resident,,False,,False,829 Goff St,NASHVILLE,2.0,37208.0,36.18572,-86.80271,"(36.18572, -86.80271)"
410101,106937,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/07/2018 03:25:40 PM,01/09/2019 08:06:21 AM,hubNashville Community,,,,False,,False,1723 6th Ave N,NASHVILLE,19.0,37208.0,36.1828945,-86.79498170000001,"(36.1828945, -86.7949817)"
410358,110060,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/17/2018 04:51:06 PM,12/29/2018 08:06:12 AM,hubNashville Community,,,,False,,False,5153 Whitaker Dr,NASHVILLE,27.0,37211.0,36.0511989,-86.73914830000002,"(36.0511989, -86.73914830000001)"
411229,100399,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/18/2018 07:41:42 PM,11/02/2018 08:03:06 AM,hubNashville Community,,,,False,100400.0,False,2831 Twin Lawn Dr,NASHVILLE,15.0,37214.0,36.1521473,-86.66157159999999,"(36.1521473, -86.6615716)"
411289,102491,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/24/2018 07:02:36 PM,10/02/2018 03:28:38 PM,hubNashville Community,,,,False,,False,5553 Knob Rd,NASHVILLE,24.0,37209.0,36.137363,-86.85541599999998,"(36.137363, -86.85541599999999)"
411327,110227,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/17/2018 09:22:15 PM,12/13/2018 09:50:33 PM,Mobile App,,,,False,,False,902 Russell St,NASHVILLE,6.0,37206.0,36.17414,-86.75582,"(36.17414, -86.75582)"
411421,108894,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,10/12/2018 02:43:46 PM,10/12/2018 03:51:11 PM,hubNashville Community,,,,False,,False,215 6th Ave N,NASHVILLE,19.0,37219.0,36.163000000000004,-86.78199999999998,"(36.163, -86.78199999999998)"
411741,102035,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/23/2018 01:15:40 AM,01/15/2019 08:07:22 AM,hubNashville Community,,Resident,,False,102034.0,False,1204 17th ave s,NASHVILLE,17.0,37212.0,36.1430698091993,-86.7942890282479,"(36.143069809199304, -86.7942890282479)"
412014,99205,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/14/2018 05:58:33 PM,09/14/2018 06:45:11 PM,hubNashville Community,,,,False,,False,1304 Montgomery Ave,NASHVILLE,5.0,37207.0,36.19421,-86.75629,"(36.19421, -86.75629)"
412524,99407,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/15/2018 01:45:12 AM,09/22/2018 07:02:47 AM,hubNashville Community,,Resident,,False,,False,3737 Elkins,NASHVILLE,24.0,37209.0,36.15027,-86.83072,"(36.15027, -86.83072)"
412813,107631,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/09/2018 05:25:58 PM,10/09/2018 05:42:41 PM,Phone,,,,False,,False,2414 9th Ave S,NASHVILLE,17.0,37204.0,36.124359999999996,-86.7833,"(36.12436, -86.7833)"
412821,109549,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,10/15/2018 08:50:22 PM,10/16/2018 06:52:14 PM,hubNashville Community,,,,False,,False,915 Monroe St,NASHVILLE,19.0,37208.0,36.17438,-86.79460999999999,"(36.17438, -86.79461)"
413746,101982,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/22/2018 12:33:40 AM,10/12/2018 07:06:43 AM,hubNashville Community,,Resident,,False,,False,1431 Lischey,NASHVILLE,5.0,37207.0,36.198638379664466,-86.76212087924225,"(36.198638379664466, -86.76212087924225)"
413914,95512,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/06/2018 07:04:44 PM,09/06/2018 08:08:46 PM,Phone,,,,False,,False,5718 Cloverland Pl,BRENTWOOD,4.0,37027.0,36.03002,-86.76423,"(36.03002, -86.76423)"
414009,109265,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,10/15/2018 12:30:39 PM,10/16/2018 02:17:58 PM,hubNashville Community,,,,False,,False,503 Moore Ave,NASHVILLE,17.0,37203.0,36.136903000000004,-86.76471400000004,"(36.136903, -86.76471400000003)"
414258,100809,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/19/2018 05:12:12 PM,09/19/2018 06:38:31 PM,hubNashville Community,,,,False,,False,215 6th Ave N,NASHVILLE,19.0,37219.0,36.163000000000004,-86.78199999999998,"(36.163, -86.78199999999998)"
414625,95935,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/07/2018 09:54:09 PM,09/12/2018 07:38:59 PM,Phone,,,,False,,False,261 Tanksley Ave,NASHVILLE,16.0,37211.0,36.10829209999999,-86.73978559999999,"(36.10829209999999, -86.7397856)"
415437,106880,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/06/2018 02:33:41 PM,12/05/2018 08:05:35 AM,hubNashville Community,,,,False,,False,3261 E Lake Dr,NASHVILLE,13.0,37214.0,36.134929799999995,-86.63571639999998,"(36.1349298, -86.63571639999998)"
415872,99398,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/14/2018 11:50:30 PM,11/02/2018 08:03:35 AM,hubNashville Community,,Resident,,False,,False,622 Shelby Ave,NASHVILLE,6.0,37206.0,36.1688,-86.75836,"(36.1688, -86.75836)"
416132,97988,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/12/2018 05:40:29 PM,09/18/2018 01:36:09 PM,hubNashville Community,,,,False,,False,215 6th Ave N,NASHVILLE,19.0,37219.0,36.163000000000004,-86.78199999999998,"(36.163, -86.78199999999998)"
416428,102036,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/23/2018 01:26:07 AM,01/19/2019 08:10:36 AM,hubNashville Community,,Resident,,False,,False,1285 2nd ave s,NASHVILLE,17.0,37210.0,36.14193813196772,-86.76259104684073,"(36.14193813196772, -86.76259104684074)"
417757,85006,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/23/2018 05:49:05 PM,10/15/2018 04:07:51 PM,Mobile App,,,,False,,False,3204 Moorewood Dr,NASHVILLE,3.0,37207.0,36.235164007761604,-86.77529577419371,"(36.23516400776161, -86.7752957741937)"
417873,81117,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,07/07/2018 09:09:13 PM,07/12/2018 02:02:19 PM,hubNashville Community,,,,False,,False,803 Hillview Heights,NASHVILLE,17.0,37204.0,36.12666,-86.77852,"(36.12666, -86.77852)"
418066,86917,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/31/2018 05:16:13 PM,07/31/2018 06:12:34 PM,hubNashville Community,,,,False,,False,710 Setliff Place,NASHVILLE,6.0,37206.0,36.183651399999995,-86.738112,"(36.1836514, -86.738112)"
418693,77596,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/24/2018 05:05:27 PM,10/05/2018 02:56:38 PM,hubNashville Community,,,,False,,False,1918 Valley Park Drive,NASHVILLE,7.0,37216.0,36.196655565064475,-86.71189430835594,"(36.19665556506448, -86.71189430835594)"
418775,90129,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/14/2018 02:01:26 AM,08/14/2018 01:56:23 PM,hubNashville Community,,Resident,,False,,False,1311 Woodland,,,,,,
419325,87428,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,08/02/2018 01:58:11 PM,08/06/2018 01:38:04 PM,Phone,,,,False,,False,1310 Porter Rd,NASHVILLE,6.0,37206.0,36.19085,-86.72839,"(36.19085, -86.72839)"
419356,81754,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,07/10/2018 03:36:53 PM,07/12/2018 01:44:47 PM,Phone,,Resident,,False,,False,,NASHVILLE,19.0,37203.0,36.15102,-86.79226,"(36.15102, -86.79226)"
421729,87921,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/03/2018 11:37:14 PM,08/06/2018 01:51:46 PM,Mobile App,,,,False,,False,1910 11th Ave N,NASHVILLE,21.0,37208.0,36.183370825148224,-86.80534875020383,"(36.18337082514822, -86.80534875020385)"
423641,80037,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/03/2018 02:11:45 PM,07/12/2018 01:09:39 PM,Mobile App,,,,False,,False,710 Setliff Pl,NASHVILLE,6.0,37206.0,36.18365134464329,-86.73811197280884,"(36.18365134464329, -86.73811197280884)"
423939,79076,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/28/2018 09:12:24 PM,07/12/2018 02:04:14 PM,hubNashville Community,,,,False,,False,948 Ireland Street,NASHVILLE,19.0,37208.0,36.16980399999999,-86.79247399999996,"(36.16980399999999, -86.79247399999997)"
426032,90127,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/14/2018 01:20:25 AM,08/14/2018 01:46:01 PM,hubNashville Community,,Resident,,False,,False,1538 Douglas Ave,NASHVILLE,6.0,37206.0,36.19176257227784,-86.73630636816894,"(36.19176257227784, -86.73630636816895)"
427584,92882,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/25/2018 05:31:09 PM,12/11/2018 08:03:55 AM,hubNashville Community,,,,False,,False,170 Lelawood Cir,NASHVILLE,24.0,37209.0,36.13522833441074,-86.86495490088888,"(36.13522833441074, -86.86495490088888)"
428702,82342,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,07/12/2018 03:23:29 AM,07/12/2018 02:01:18 PM,hubNashville Community,,,,False,,False,3245 Kings Ln,NASHVILLE,1.0,37218.0,36.218309999999995,-86.83046,"(36.21831, -86.83046)"
428763,87352,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/02/2018 12:57:20 AM,02/27/2019 04:34:24 PM,hubNashville Community,,,,False,,False,2669 Miami Ave,NASHVILLE,15.0,37214.0,36.242894471839044,-86.70631609423504,"(36.24289447183905, -86.70631609423505)"
429720,79579,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/02/2018 05:26:44 AM,07/02/2018 06:50:24 PM,hubNashville Community,,,,False,,False,904 15th Ave S,NASHVILLE,19.0,37212.0,36.14750196903075,-86.78976881534426,"(36.14750196903075, -86.78976881534425)"
430274,82788,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,07/13/2018 02:33:07 PM,07/13/2018 05:23:44 PM,Phone,,,,False,,False,,,,,,,
430576,76076,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/18/2018 02:58:10 PM,06/20/2018 04:14:51 PM,hubNashville Community,,,,False,,False,407 Avoca St,NASHVILLE,21.0,37203.0,36.14690068680643,-86.8179335351091,"(36.14690068680643, -86.81793353510909)"
430952,68829,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/19/2018 04:43:32 AM,05/21/2018 05:48:40 PM,hubNashville Community,,Resident,,False,,False,754 benton,,,,,,
431301,62420,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/23/2018 10:40:55 PM,08/28/2018 05:30:38 PM,Phone,,,,False,,False,1007 9th Ave S,NASHVILLE,17.0,37203.0,36.14491630000001,-86.780734,"(36.14491630000001, -86.780734)"
431905,72040,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,06/03/2018 11:12:26 PM,09/20/2018 05:46:58 PM,hubNashville Community,,Resident,,False,,False,4814 Lindell St,NASHVILLE,8.0,37216.0,36.23232224759061,-86.7274675178605,"(36.23232224759061, -86.7274675178605)"
